Molecule name,Salt_Solvent_ID
Molecule_1216,0
Molecule_1217,0
Molecule_1218,0
Molecule_1219,0
Molecule_1220,0
Molecule_1221,0
Molecule_1222,0
Molecule_1223,0
Molecule_1224,190
Molecule_1225,0
Molecule_1226,0
Molecule_1227,0
Molecule_1228,0
Molecule_1229,1768
Molecule_1230,0
Molecule_1231,180
Molecule_1232,0
Molecule_1233,0
Molecule_1234,0
Molecule_1235,0
Molecule_1236,265
Molecule_1237,0
Molecule_1238,0
Molecule_1239,2042
Molecule_1241,0
Molecule_1243,0
Molecule_1244,0
Molecule_1245,0
Molecule_1246,0
Molecule_1247,0
Molecule_1248,0
Molecule_1249,0
Molecule_1250,0
Molecule_1251,0
Molecule_1252,0
Molecule_1253,170
Molecule_1254,0
Molecule_1255,0
Molecule_1256,0
Molecule_1257,0
Molecule_1258,0
Molecule_1259,0
Molecule_1260,0
Molecule_1261,0
Molecule_1263,0
Molecule_1264,0
Molecule_1265,0
Molecule_1266,0
Molecule_1267,110
Molecule_1268,0
Molecule_1269,0
Molecule_1270,110
Molecule_1271,0
Molecule_1272,0
Molecule_1273,0
Molecule_1274,190
Molecule_1275,0
Molecule_1276,0
Molecule_1277,0
Molecule_1278,460
Molecule_1279,2042
Molecule_1280,110
Molecule_1281,0
Molecule_1282,0
Molecule_1283,0
Molecule_1284,0
Molecule_1285,0
Molecule_1286,0
Molecule_1287,0
Molecule_1288,0
Molecule_1289,0
Molecule_1290,0
Molecule_1292,0
Molecule_1293,300
Molecule_1294,0
Molecule_1295,0
Molecule_1296,0
Molecule_1297,0
Molecule_1298,0
Molecule_1299,0
Molecule_1300,0
Molecule_1301,0
Molecule_1302,0
Molecule_1303,1572
Molecule_1304,0
Molecule_1305,0
Molecule_1306,2042
Molecule_1307,0
Molecule_1308,0
Molecule_1309,190
Molecule_1310,0
Molecule_1311,0
Molecule_1312,0
Molecule_1313,0
Molecule_1314,0
Molecule_1315,0
Molecule_1316,0
Molecule_1317,170
Molecule_1318,0
Molecule_1319,0
Molecule_1320,0
Molecule_1321,0
Molecule_1323,0
Molecule_1324,0
Molecule_1325,110
Molecule_1326,0
Molecule_1327,0
Molecule_1328,0
Molecule_1329,0
Molecule_1330,0
Molecule_1331,110
Molecule_1332,95
Molecule_1333,0
Molecule_1334,0
Molecule_1335,0
Molecule_1336,0
Molecule_1337,0
Molecule_1338,0
Molecule_1339,175
Molecule_1340,190
