Molecule name,RowID,Original_SMILES,Error
Molecule_3048,3048,CN(C)C(=O)NC1=CC=C(Cl)C=C1.OC(=O)C(Cl)(Cl)Cl, Mixture
Molecule_3119,3119,CC(C)C(OC(=O)CC)OP(=O)(CC(O)=O)CCCCC1C=CC=CC=1.C=CC1CN2CCC1CC2C(O)C1=CC=NC2C=CC=CC=21, Mixture
Molecule_3300,3300,C%91.OC1C=CC=CC=1.[*]%91, Mixture
Molecule_3301,3301,C%91.O=P(OC1C=CC=CC=1)(OC1C=CC=CC=1)OC1C=CC=CC=1.[*]%91, Mixture
Molecule_3542,3542,[Li+].[Na+].[Cr+2].CC1C=CC(=CC=1)N1N=C(C)C(N=NC2=CC(=CC(=C2[O-])S([O-])(=O)=O)[N+]([O-])=O)=C1[O-].CC1=NNC([O-])=C1N=NC1C=C(Cl)C=CC=1[O-], Mixture
Molecule_3564,3564,COS(=O)(=O)C1CC(=O)C2=CC=CC=C2C1=O.N=C(O)C1=CN=CC=C1, Mixture
Molecule_3609,3609,C%91.O=C1CCCCC1.[*]%91, Mixture
Molecule_3624,3624,[Zn+2].[Zn+2].CN(C)C([S-])=S.CN(C)C([S-])=S.[S-]C(=S)NCCNC([S-])=S, Mixture
Molecule_3629,3629,C[NH+](C)C1C=CC=CC=1.FC1C(=C(F)C(F)=C(F)C=1F)[B-](C1=C(F)C(F)=C(F)C(F)=C1F)(C1=C(F)C(F)=C(F)C(F)=C1F)C1=C(F)C(F)=C(F)C(F)=C1F, Mixture
Molecule_3641,3641,CC(=O)C(O)=O.CN(CC(O)=O)C(N)=N, Mixture
Molecule_3866,3866,CCCC[N+](CCCC)(CCCC)CCCC.NC1N=C(I)C2N=C[N-]C=2N=1, Mixture
Molecule_3923,3923,C[N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.C(C1C=CC=CC=1)[P+](C1C=CC=CC=1)(C1C=CC=CC=1)C1C=CC=CC=1, Mixture
Molecule_3928,3928,C%91.C%92.C%93.C%94.C%95.C%96.O=P(OC1C=CC=CC=1)(OC1C=CC=CC=1)OC1C=CC=CC=1.[*]%91.[*]%92.[*]%93.[*]%94.[*]%95.[*]%96, Mixture
Molecule_3941,3941,C%91.C%92.NC1C=CC=CC=1.[*]%91.[*]%92, Mixture
Molecule_29,29,[K+].[K+].[O-]S([O-])(=O)=O, Inorganic
Molecule_36,36,[OH-].[OH-].[Ni+2], Inorganic
Molecule_48,48,[S-2].[Zn+2], Inorganic
Molecule_58,58,[Bi+3].[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O, Inorganic
Molecule_82,82,[Na+].[Na+].[O-][Si](=O)O[Si]([O-])=O, Inorganic
Molecule_108,108,[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[Ca+2].[I-].[I-], Inorganic
Molecule_125,125,[Zn+2].[O-]P(O)(O)=O.[O-]P(O)(O)=O, Inorganic
Molecule_129,129,F, Inorganic
Molecule_142,142,[Cl-].[Cu+], Inorganic
Molecule_162,162,[OH-].[OH-].[Pd+2], Inorganic
Molecule_174,174,[Cl-].[Cl-].[Cu+2], Inorganic
Molecule_197,197,[Al+3].[Al+3].[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O, Inorganic
Molecule_214,214,N.N.N.N.[Cl-].[Cl-].[Pt+2], Inorganic
Molecule_220,220,[Na+].[Na+].[Na+].[Na+].[Na+].[O-]P(=O)(OP([O-])([O-])=O)OP([O-])([O-])=O, Inorganic
Molecule_226,226,[Cu], Inorganic
Molecule_227,227,NO, Inorganic
Molecule_241,241,[Ca+2].[O-][V](=O)=O.[O-][V](=O)=O, Inorganic
Molecule_252,252,[Tb+3].[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O, Inorganic
Molecule_259,259,[Y+3].[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O, Inorganic
Molecule_261,261,[F-].[F-].[F-].[K+].[Zn+2], Inorganic
Molecule_284,284,[O-2].[OH-].[OH-].[Mg+2].[Ca+2], Inorganic
Molecule_314,314,[NH4+].[I-], Inorganic
Molecule_332,332,[Ca+2].NS(O)(=O)=O.N=S([O-])([O-])=O, Inorganic
Molecule_333,333,[BH4-].[K+], Inorganic
Molecule_338,338,N.N.N.N.[OH-].[OH-].[Pd+2], Inorganic
Molecule_349,349,OO, Inorganic
Molecule_353,353,O=[Cd], Inorganic
Molecule_368,368,[Mn+2].[O-][N+]([O-])=O.[O-][N+]([O-])=O, Inorganic
Molecule_387,387,[O-2].[Cu+].[Cu+], Inorganic
Molecule_388,388,[Ca+2].[O-]S([O-])=O, Inorganic
Molecule_398,398,[AsH3], Inorganic
Molecule_412,412,ClB(Cl)Cl, Inorganic
Molecule_455,455,N.N.N.N.[Cl-].[Cl-].[Pd+2], Inorganic
Molecule_461,461,[NH4+].[Fe+3].[O-]S([O-])(=O)=O.[O-]S(O)(=O)=O, Inorganic
Molecule_499,499,[Na+].[O-]Cl=O, Inorganic
Molecule_507,507,[K+].[K+].[O-][Cr](=O)(=O)O[Cr]([O-])(=O)=O, Inorganic
Molecule_515,515,[Na+].[Na+].[O-]P(O)(=O)OP([O-])(O)=O, Inorganic
Molecule_528,528,[O-2].[O-2].[Ge+4], Inorganic
Molecule_553,553,[Na+].[O-]S(O)=O, Inorganic
Molecule_556,556,[O-2].[Mn+2], Inorganic
Molecule_561,561,[NH4+].[NH4+].[O-]S([O-])=O, Inorganic
Molecule_568,568,[NH4+].[NH4+].F[Si-2](F)(F)(F)(F)F, Inorganic
Molecule_569,569,[K+].[K+].[K+].[K+].[O-]P([O-])(=O)OP([O-])([O-])=O, Inorganic
Molecule_586,586,O=P12OP(=O)(O[V](=O)O1)O[V](=O)O2, Inorganic
Molecule_613,613,[Na+].[Na+].[Na+].[Na+].[O-]P([O-])(=O)OP([O-])([O-])=O, Inorganic
Molecule_650,650,[Cs+].[Cs+].[O-]S([O-])(=O)=O, Inorganic
Molecule_661,661,[NH4+].F[B-](F)(F)F, Inorganic
Molecule_684,684,[Na+].[O-]Br(=O)=O, Inorganic
Molecule_685,685,[Mg+2].[O-]S(O)=O.[O-]S(O)=O.[O-]S(O)=O.[O-]S(O)=O, Inorganic
Molecule_712,712,[Ba+2].[O-][N+]([O-])=O.[O-][N+]([O-])=O, Inorganic
Molecule_740,740,[Cr+3].[Cr+3].[O-][Cr]([O-])(=O)=O.[O-][Cr]([O-])(=O)=O.[O-][Cr]([O-])(=O)=O, Inorganic
Molecule_752,752,[NH4+].[Cl-], Inorganic
Molecule_754,754,[K+].[K+].Cl[Pt-2](Cl)(Cl)Cl, Inorganic
Molecule_761,761,[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[OH-].[OH-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].O=[W+3].O=[W+4].O=[W+4].O=[W+4].O=[W+4].O=[W+4].O=[W+4].O=[W+4].O=[W+4].O=[W+4].O=[W+4].O=[W+4], Inorganic
Molecule_773,773,[Cl-].[Cl-].[Cl-].[Fe+3], Inorganic
Molecule_783,783,NS(O)(=O)=O, Inorganic
Molecule_819,819,O=[La]O[La]=O, Inorganic
Molecule_849,849,ClCl, Inorganic
Molecule_872,872,[F-].[F-].[Sn+2], Inorganic
Molecule_874,874,[O-][N+](=O)O[Zr](=O)O[N+]([O-])=O, Inorganic
Molecule_905,905,[NH4+].[Mg+2].[O-]P([O-])([O-])=O, Inorganic
Molecule_924,924,[Na+].[Na+].[Na+].[O-]P([O-])(=O)OP([O-])(O)=O, Inorganic
Molecule_957,957,[Zn+2].[O-][Si]([O-])=O, Inorganic
Molecule_963,963,[O-2].[O-2].[O-2].[Sr+2].[Zr+4], Inorganic
Molecule_964,964,[Gd+3].[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O, Inorganic
Molecule_985,985,[Na+].F[B-](F)(F)F, Inorganic
Molecule_986,986,O[Ca]O, Inorganic
Molecule_988,988,[GeH4], Inorganic
Molecule_991,991,[K+].[K+].[K+].[O-]P([O-])([O-])=O, Inorganic
Molecule_998,998,[Ca+2].[O-][Sn]([O-])=O, Inorganic
Molecule_1007,1007,[Al+3].[O-]P([O-])(=O)OP([O-])(=O)OP(O)(O)=O, Inorganic
Molecule_1023,1023,[Zn+2].[Zn+2].[Zn+2].[O-]B([O-])[O-].[O-]B([O-])[O-], Inorganic
Molecule_1028,1028,[Na+].[O-]N=O, Inorganic
Molecule_1042,1042,[Mn+2].[O-]P(O)(O)=O.[O-]P(O)(O)=O, Inorganic
Molecule_1043,1043,O[As](O)(O)=O, Inorganic
Molecule_1100,1100,[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[K+].[K+].[Pd+4], Inorganic
Molecule_1113,1113,[K+].[O-]P(O)=O, Inorganic
Molecule_1129,1129,N.N.[F-].[F-].[F-].[F-].F.F.[Zr+4], Inorganic
Molecule_1132,1132,[Mg+2].F[Si-2](F)(F)(F)(F)F, Inorganic
Molecule_1141,1141,[NH4+].[NH4+].O.[O-]P([O-])O, Inorganic
Molecule_1167,1167,[NH4+].[NH4+].Cl[Pt-2](Cl)(Cl)(Cl)(Cl)Cl, Inorganic
Molecule_1173,1173,[Li+].[Cl-], Inorganic
Molecule_1190,1190,[Na+].O=[Al-]=O, Inorganic
Molecule_1197,1197,OP(O)(O)=O, Inorganic
Molecule_1199,1199,[NH4+].[NH4+].[NH4+].[NH4+].Cl[Ru-2](Cl)(Cl)(Cl)(Cl)O[Ru-2](Cl)(Cl)(Cl)(Cl)Cl, Inorganic
Molecule_1203,1203,[K+].[K+].F[Ta-2](F)(F)(F)(F)(F)F, Inorganic
Molecule_1219,1219,[Li]F, Inorganic
Molecule_1239,1239,O[PH2]=O, Inorganic
Molecule_1242,1242,[Cl-].[Cl-].[Ca+2], Inorganic
Molecule_1246,1246,[Cs+].F[Al-](F)(F)F, Inorganic
Molecule_1260,1260,[NH4+].[O-][N+]([O-])=O, Inorganic
Molecule_1264,1264,[O-2].[O-2].[O-2].[O-2].[Zn+2].[Mo+6], Inorganic
Molecule_1279,1279,[B+3].[B+3].[B+3].[B+3].[B+3].[B+3].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-][Zn+].[O-][Zn+], Inorganic
Molecule_1291,1291,[Ba+2].[O-][Se]([O-])=O, Inorganic
Molecule_1295,1295,[Na+].[Br-], Inorganic
Molecule_1304,1304,[Fe+3].[O-]P=O.[O-]P=O.[O-]P=O, Inorganic
Molecule_1313,1313,[Na+].[I-], Inorganic
Molecule_1314,1314,[Mn+2].[O-]S([O-])(=O)=O, Inorganic
Molecule_1339,1339,[Mg+2].[O-]Cl(=O)(=O)=O.[O-]Cl(=O)(=O)=O, Inorganic
Molecule_1345,1345,[Li+].[O-][N+]([O-])=O, Inorganic
Molecule_1355,1355,[K+].[K+].F[Ti-2](F)(F)(F)(F)F, Inorganic
Molecule_1368,1368,[Zn+2].[O-]S([O-])(=O)=O, Inorganic
Molecule_1372,1372,[Cu+2].[O-]S([O-])(=O)=O, Inorganic
Molecule_1375,1375,[Cl-].[Cl-].[Ba+2], Inorganic
Molecule_1422,1422,Cl[Ti](Cl)(Cl)Cl, Inorganic
Molecule_1439,1439,[Na+].[O-]B=O, Inorganic
Molecule_1440,1440,[NH4+].[NH4+].[Cl-][Pd+4]([Cl-])([Cl-])([Cl-])([Cl-])[Cl-], Inorganic
Molecule_1458,1458,[Na+].[Na+].[O-]P([O-])(O)=O, Inorganic
Molecule_1467,1467,[Ca+2].[Br-].[Br-], Inorganic
Molecule_1480,1480,[Zr+4].[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O, Inorganic
Molecule_1499,1499,[K+].[O-]N=O, Inorganic
Molecule_1527,1527,[Na+].[O-]Cl, Inorganic
